,Agency,Agency Type,Distribution Channel,Product Name,Claim,Duration,Destination,Net Sales,Commision (in value),Age
11349,7,1,Online,10,No,76,102,13,0,36
11350,7,1,Online,10,No,32,56,20,0,29
11351,7,1,Online,10,No,15,140,14,0,42
11352,7,1,Online,10,No,48,39,80,0,36
11353,7,1,Online,10,No,56,79,11,0,34
11354,7,1,Online,10,No,28,26,14,0,36
11355,7,1,Online,10,No,34,140,35,0,49
11356,7,1,Online,10,No,159,93,16,0,36
11357,7,1,Online,10,No,4,26,28,0,36
11358,7,1,Online,10,No,8,57,12,0,48
11359,7,1,Online,10,No,41,63,45,0,36
11360,7,1,Online,10,No,11,118,10,0,24
11361,7,1,Online,10,No,20,79,10,0,27
11362,7,1,Online,10,No,15,53,19,0,36
11363,7,1,Online,10,No,22,44,21,0,36
11364,7,1,Online,10,No,34,71,10,0,36
11365,7,1,Online,10,No,17,129,26,0,36
11366,7,1,Online,10,No,12,56,15,0,36
11367,7,1,Online,10,No,70,68,35,0,36
11368,7,1,Online,10,No,28,63,15,0,36
11369,7,1,Online,10,No,117,57,16,0,36
11370,7,1,Online,10,No,72,90,17,0,36
11371,7,1,Online,10,No,13,4,33,0,30
11372,7,1,Online,10,No,51,129,14,0,22
11373,7,1,Online,10,No,1,79,19,0,36
11374,7,1,Online,10,No,85,88,11,0,36
11375,7,1,Online,10,No,12,79,13,0,36
11376,7,1,Online,10,No,10,126,28,0,36
11377,7,1,Online,10,No,3,118,10,0,36
11378,7,1,Online,10,No,22,139,23,0,36
11379,7,1,Online,10,No,96,26,29,0,36
11380,7,1,Online,10,No,99,93,51,0,36
11381,7,1,Online,10,No,9,57,10,0,48
11382,7,1,Online,10,No,14,56,27,0,36
11383,7,1,Online,0,No,28,118,26,0,36
11384,7,1,Online,0,No,28,26,20,0,36
11385,7,1,Online,0,No,33,63,40,0,36
11386,7,1,Online,0,No,6,53,41,0,36
11387,7,1,Online,0,No,2,101,20,0,36
11388,7,1,Online,0,No,6,26,20,0,36
11389,7,1,Online,0,No,11,129,70,0,36
11390,7,1,Online,0,No,74,4,20,0,36
11391,8,2,Online,25,No,1,56,31,12.4,118
11392,13,2,Online,22,No,78,118,10.74,3.01,48
11393,13,2,Online,22,No,2,118,3.09,0.87,48
11394,13,2,Online,22,No,78,118,15.95,4.47,48
11395,9,2,Online,8,No,23,145,22,7.7,40
11396,9,2,Online,8,No,5,79,22,7.7,54
11397,9,2,Online,8,No,7,79,18,6.3,55
11398,9,2,Online,8,No,10,53,22,7.7,31
11399,9,2,Online,8,No,8,21,22,7.7,53
11400,9,2,Online,8,No,15,26,26,9.1,65
11401,9,2,Online,8,No,13,21,22,7.7,40
11402,9,2,Online,8,No,4,57,18,6.3,38
11403,9,2,Online,8,No,13,126,22,7.7,31
11404,9,2,Online,8,No,5,57,18,6.3,60
11405,9,2,Online,8,No,2,88,18,6.3,29
11406,9,2,Online,8,No,7,26,22,7.7,23
11407,9,2,Online,8,No,97,129,22,7.7,36
11408,9,2,Online,8,No,16,129,22,7.7,35
11409,9,2,Online,8,No,2,129,18,6.3,41
11410,9,2,Online,8,No,41,145,22,7.7,52
11411,9,2,Online,8,No,5,21,18,6.3,34
11412,9,2,Online,8,No,5,68,26,9.1,32
11413,9,2,Online,8,No,8,129,22,7.7,57
11414,9,2,Online,8,No,54,53,35,12.25,47
11415,9,2,Online,8,No,56,129,22,7.7,37
11416,9,2,Online,8,No,26,126,22,7.7,29
11417,9,2,Online,8,No,27,88,18,6.3,27
11418,9,2,Online,8,No,20,53,35,12.25,28
11419,9,2,Online,8,No,16,26,26,9.1,33
11420,9,2,Online,8,No,18,68,26,9.1,48
11421,9,2,Online,8,No,10,26,22,7.7,43
11422,9,2,Online,8,No,25,129,22,7.7,31
11423,9,2,Online,25,No,24,53,69,24.15,43
11424,9,2,Online,25,No,125,93,0,29.05,61
11425,9,2,Online,25,No,12,26,45,15.75,47
11426,9,2,Online,25,No,25,4,45,15.75,34
11427,3,1,Offline,12,No,66,129,29,9.57,61
11428,1,2,Online,25,No,18,26,61,21.35,118
11429,1,2,Online,2,No,13,102,37.02,12.96,48
11430,1,2,Online,2,No,5,118,20,7,48
11431,1,2,Online,2,No,3,138,37.5,13.13,48
11432,2,2,Online,9,No,4,118,20.25,5.06,28
11433,2,2,Online,9,No,20,118,59,14.75,63
11434,2,2,Online,9,No,10,118,35.25,8.81,29
11435,2,2,Online,17,No,3,118,57,14.25,46
11436,2,2,Online,17,No,41,118,83,20.75,43
11437,2,2,Online,13,No,214,118,102,25.5,50
11438,2,2,Online,4,No,380,118,291.75,72.94,64
11439,2,2,Online,4,No,365,118,216.75,54.19,36
11440,2,2,Online,3,No,417,118,321.75,80.44,43
11441,6,1,Online,16,No,5,139,39.6,23.76,47
11442,6,1,Online,16,No,18,44,89.1,53.46,58
11443,6,1,Online,16,No,37,55,49.5,29.7,39
11444,6,1,Online,16,No,70,41,148.5,89.1,31
11445,6,1,Online,16,No,63,4,0,29.7,31
11446,6,1,Online,16,No,32,139,79.2,47.52,39
11447,6,1,Online,16,No,7,4,49.5,29.7,41
11448,6,1,Online,16,No,67,79,39.6,23.76,31
11449,6,1,Online,16,No,57,4,69.3,41.58,31
11450,6,1,Online,16,No,190,91,0,5.94,31
11451,6,1,Online,16,No,26,4,148.5,89.1,54
11452,6,1,Online,16,No,8,140,69.3,41.58,37
11453,6,1,Online,16,No,76,44,39.6,23.76,33
11454,7,1,Online,1,No,10,26,34,0,36
11455,7,1,Online,1,No,241,68,47,0,36
11456,7,1,Online,1,No,227,118,77,0,36
11457,7,1,Online,1,No,15,71,28,0,36
11458,7,1,Online,1,No,96,123,37,0,36
11459,7,1,Online,1,No,47,56,24,0,36
11460,7,1,Online,1,No,19,145,20,0,56
11461,7,1,Online,1,No,59,102,20,0,36
11462,7,1,Online,1,No,15,79,27,0,36
11463,7,1,Online,1,No,109,139,62,0,36
11464,7,1,Online,1,No,103,102,20,0,36
11465,7,1,Online,1,No,19,4,35,0,36
11466,7,1,Online,1,No,69,53,20,0,23
11467,7,1,Online,1,No,30,129,25,0,59
11468,7,1,Online,1,No,16,88,20,0,36
11469,7,1,Online,1,No,22,129,20,0,36
11470,7,1,Online,1,No,102,86,112,0,36
11471,7,1,Online,1,No,54,23,112,0,59
11472,7,1,Online,1,No,55,129,23,0,36
11473,7,1,Online,1,No,14,56,40,0,36
11474,7,1,Online,1,No,17,79,20,0,36
11475,7,1,Online,1,No,5,79,22,0,74
11476,7,1,Online,1,No,102,57,26,0,36
11477,7,1,Online,1,No,17,53,27,0,63
11478,7,1,Online,1,No,114,129,29,0,36
11479,7,1,Online,1,No,81,126,20,0,36
11480,7,1,Online,1,No,68,140,112,0,48
11481,7,1,Online,1,Yes,40,129,20,0,36
11482,7,1,Online,1,No,6,57,23,0,38
11483,7,1,Online,1,No,4,88,20,0,39
11484,7,1,Online,1,No,25,56,20,0,36
11485,7,1,Online,1,No,24,140,88,0,46
11486,7,1,Online,1,No,27,4,26,0,32
11487,7,1,Online,1,No,33,129,20,0,36
11488,7,1,Online,1,No,49,126,21,0,36
11489,7,1,Online,1,No,40,102,20,0,36
11490,7,1,Online,1,No,85,102,66,0,36
11491,7,1,Online,1,No,33,53,20,0,26
11492,7,1,Online,1,No,39,57,27,0,32
11493,7,1,Online,1,No,19,57,20,0,50
11494,7,1,Online,1,No,21,26,40,0,36
11495,7,1,Online,1,No,10,53,58,0,36
11496,7,1,Online,1,No,28,140,112,0,57
11497,7,1,Online,1,No,60,126,47,0,36
11498,7,1,Online,1,No,15,53,21,0,36
11499,7,1,Online,1,No,46,129,20,0,24
11500,7,1,Online,1,No,96,123,37,0,36
11501,7,1,Online,1,No,43,90,39,0,36
11502,7,1,Online,1,No,21,53,98,0,36
11503,7,1,Online,1,No,30,53,112,0,36
11504,7,1,Online,1,No,47,26,32,0,36
11505,7,1,Online,1,No,92,79,20,0,36
11506,7,1,Online,1,No,39,79,32,0,32
11507,7,1,Online,1,No,237,63,23,0,36
11508,7,1,Online,1,No,16,53,28,0,36
11509,7,1,Online,1,No,11,57,23,0,36
11510,7,1,Online,1,No,4,129,70,0,36
11511,7,1,Online,1,No,35,26,31,0,36
11512,7,1,Online,1,No,9,79,20,0,28
11513,7,1,Online,1,No,12,102,20,0,36
11514,7,1,Online,1,No,34,140,112,0,51
11515,7,1,Online,1,No,89,126,20,0,36
11516,7,1,Online,1,No,15,56,30,0,36
11517,7,1,Online,1,No,35,26,32,0,36
11518,7,1,Online,1,No,7,129,20,0,36
11519,7,1,Online,10,No,39,126,33,0,36
11520,7,1,Online,10,No,2,84,18,0,20
11521,7,1,Online,10,No,6,88,16,0,46
11522,7,1,Online,10,No,15,129,13,0,36
11523,7,1,Online,10,No,6,26,33,0,36
11524,7,1,Online,10,No,113,129,12,0,36
11525,7,1,Online,10,No,11,102,10,0,36
11526,7,1,Online,10,No,12,118,45,0,36
11527,7,1,Online,10,No,20,102,10,0,36
11528,7,1,Online,10,No,66,102,10,0,36
11529,7,1,Online,10,No,17,123,20,0,36
11530,7,1,Online,10,No,17,129,12,0,36
11531,7,1,Online,10,No,14,26,10,0,36
11532,7,1,Online,10,No,11,145,45,0,36
11533,7,1,Online,10,No,10,129,70,0,36
11534,7,1,Online,10,No,4,56,10,0,36
11535,7,1,Online,10,No,194,57,14,0,24
11536,7,1,Online,10,No,16,139,63,0,36
11537,7,1,Online,10,No,39,79,25,0,55
11538,7,1,Online,10,No,29,102,14,0,36
11539,7,1,Online,10,No,7,79,18,0,36
11540,7,1,Online,10,No,59,63,29,0,36
11541,7,1,Online,10,No,35,56,10,0,36
11542,7,1,Online,10,No,6,129,10,0,51
11543,7,1,Online,10,No,16,129,15,0,36
11544,7,1,Online,10,No,27,140,28,0,24
11545,7,1,Online,10,No,4,57,12,0,30
11546,7,1,Online,10,No,67,88,14,0,36
11547,7,1,Online,10,No,67,88,14,0,36
11548,7,1,Online,10,No,23,57,10,0,35
11549,7,1,Online,10,No,25,57,10,0,36
11550,7,1,Online,10,No,62,4,30,0,27
11551,7,1,Online,10,No,145,126,10,0,36
11552,7,1,Online,10,No,53,79,10,0,24
11553,7,1,Online,10,No,28,118,13,0,36
11554,7,1,Online,10,No,15,121,11,0,36
11555,7,1,Online,10,No,40,57,32,0,42
11556,7,1,Online,10,No,5,118,10,0,35
11557,7,1,Online,10,No,25,145,10,0,29
11558,7,1,Online,10,No,113,129,12,0,36
11559,7,1,Online,10,No,54,88,14,0,26
11560,7,1,Online,10,No,11,53,35,0,43
11561,7,1,Online,10,No,8,118,12,0,36
11562,7,1,Online,10,No,40,126,25,0,36
11563,7,1,Online,10,No,12,129,19,0,36
11564,7,1,Online,10,No,16,118,16,0,36
11565,7,1,Online,10,No,11,118,17,0,36
11566,7,1,Online,10,No,4,129,31,0,32
11567,7,1,Online,10,No,17,4,15,0,36
11568,7,1,Online,10,No,44,53,15,0,36
11569,7,1,Online,10,No,11,79,11,0,44
11570,7,1,Online,10,No,15,79,30,0,36
11571,7,1,Online,10,No,8,129,70,0,36
11572,7,1,Online,10,No,12,53,12,0,22
11573,7,1,Online,10,No,12,53,12,0,27
11574,7,1,Online,10,No,39,79,11,0,36
11575,7,1,Online,10,No,33,57,13,0,27
11576,7,1,Online,10,No,17,126,10,0,36
11577,7,1,Online,10,No,55,145,15,0,36
11578,7,1,Online,10,No,1,118,10,0,36
11579,7,1,Online,10,No,15,26,37,0,36
11580,7,1,Online,10,No,27,11,23,0,36
11581,7,1,Online,10,No,10,98,36,0,36
11582,7,1,Online,10,No,8,26,25,0,36
11583,7,1,Online,10,No,11,145,80,0,36
11584,7,1,Online,10,No,102,129,10,0,36
11585,7,1,Online,10,No,35,56,10,0,36
11586,7,1,Online,10,No,10,26,80,0,64
11587,7,1,Online,10,No,17,68,19,0,47
11588,7,1,Online,10,No,4,118,10,0,36
11589,7,1,Online,10,No,33,79,10,0,26
11590,7,1,Online,10,No,67,21,23,0,36
11591,7,1,Online,10,No,53,118,10,0,30
11592,7,1,Online,10,No,16,129,15,0,36
11593,7,1,Online,10,No,32,126,41,0,36
11594,7,1,Online,10,No,4,140,28,0,85
11595,7,1,Online,10,No,95,102,10,0,26
11596,7,1,Online,10,No,38,63,80,0,36
11597,7,1,Online,10,No,18,26,22,0,36
11598,7,1,Online,10,No,3,129,10,0,41
11599,7,1,Online,10,No,22,129,13,0,36
11600,7,1,Online,10,No,138,118,18,0,36
11601,7,1,Online,10,No,16,79,68,0,36
11602,7,1,Online,10,No,11,118,15,0,36
11603,7,1,Online,10,No,102,57,18,0,31
11604,7,1,Online,10,No,6,57,22,0,36
11605,7,1,Online,10,No,33,21,16,0,36
11606,7,1,Online,10,No,11,129,24,0,36
11607,7,1,Online,10,No,2,118,10,0,47
11608,7,1,Online,10,No,16,26,19,0,36
11609,7,1,Online,10,No,27,63,49,0,36
11610,7,1,Online,0,No,7,53,20,0,36
11611,7,1,Online,0,No,12,57,20,0,32
11612,7,1,Online,0,No,52,4,22,0,38
11613,7,1,Online,0,No,4,56,20,0,36
11614,7,1,Online,0,No,2,57,20,0,36
11615,7,1,Online,0,No,3,129,20,0,35
11616,7,1,Online,0,No,7,118,29,0,53
11617,8,2,Online,25,No,1,56,62,24.8,118
11618,8,2,Online,25,No,7,56,31,12.4,118
11619,8,2,Online,25,No,39,56,50,20,118
11620,12,2,Online,25,No,5,19,15,6,51
11621,12,2,Online,25,No,55,19,15,6,36
11622,13,2,Online,22,No,42,118,3.99,1.12,48
11623,13,2,Online,22,No,0,118,4.44,1.25,48
11624,13,2,Online,22,No,3,118,9.12,2.56,48
11625,9,2,Online,8,No,3,19,18,6.3,48
11626,9,2,Online,8,No,10,4,22,7.7,43
11627,9,2,Online,8,No,12,26,35,12.25,56
11628,9,2,Online,8,No,21,26,40,14,48
11629,9,2,Online,8,No,40,79,22,7.7,35
11630,9,2,Online,8,No,21,63,40,14,42
11631,9,2,Online,8,No,9,129,22,7.7,54
11632,9,2,Online,8,No,33,79,52,18.2,23
11633,9,2,Online,8,No,24,26,44,15.4,48
11634,9,2,Online,8,No,11,4,26,9.1,41
11635,9,2,Online,8,No,1,57,18,6.3,70
11636,9,2,Online,8,No,21,68,0,12.25,35
11637,9,2,Online,8,No,83,91,61,21.35,42
11638,9,2,Online,8,No,39,79,18,6.3,18
11639,9,2,Online,8,No,6,102,18,6.3,25
11640,9,2,Online,8,No,17,126,26,9.1,53
11641,9,2,Online,8,No,20,145,22,7.7,63
11642,9,2,Online,8,No,6,129,18,6.3,38
11643,9,2,Online,8,No,38,53,22,7.7,52
11644,9,2,Online,8,No,20,68,35,12.25,35
11645,9,2,Online,8,No,55,26,26,9.1,54
11646,9,2,Online,8,No,7,129,22,7.7,57
11647,9,2,Online,8,No,76,102,52,18.2,54
11648,9,2,Online,8,No,13,102,18,6.3,38
11649,9,2,Online,8,No,9,102,22,7.7,45
11650,9,2,Online,8,No,84,64,49,17.15,60
11651,9,2,Online,25,No,15,53,36,12.6,38
11652,9,2,Online,25,No,16,26,45,15.75,40
11653,9,2,Online,25,No,39,4,69,24.15,54
11654,4,1,Offline,12,No,11,79,29,9.57,67
11655,4,1,Offline,12,No,6,129,29,9.57,118
11656,4,1,Offline,12,No,71,129,29,9.57,118
11657,2,2,Online,17,No,4,118,22.2,5.55,27
11658,2,2,Online,13,No,5,118,32.25,8.06,34
11659,6,1,Online,16,No,5,91,49.5,29.7,54
11660,6,1,Online,16,No,52,41,69.3,41.58,28
11661,6,1,Online,16,No,11,4,29.7,17.82,42
11662,6,1,Online,16,No,28,140,0,53.46,31
11663,6,1,Online,16,No,65,140,69.3,41.58,26
11664,6,1,Online,16,No,43,4,128.7,77.22,31
11665,6,1,Online,16,No,9,129,39.6,23.76,49
11666,6,1,Online,16,No,35,40,39.6,23.76,36
11667,6,1,Online,16,No,55,4,89.1,53.46,68
11668,6,1,Online,16,No,42,140,59.4,35.64,31
11669,6,1,Online,16,No,13,63,29.7,17.82,31
11670,6,1,Online,16,No,4,57,29.7,17.82,38
11671,6,1,Online,16,No,72,63,79.2,47.52,45
11672,6,1,Online,16,No,12,79,29.7,17.82,31
11673,6,1,Online,16,No,3,79,0,11.88,59
11674,6,1,Online,16,No,44,4,69.3,41.58,41
11675,6,1,Online,16,No,96,4,69.3,41.58,31
11676,6,1,Online,16,No,19,79,49.5,29.7,58
11677,6,1,Online,16,No,39,79,29.7,17.82,30
11678,6,1,Online,16,No,56,139,59.4,35.64,64
11679,6,1,Online,16,No,96,4,69.3,41.58,31
11680,6,1,Online,16,No,16,4,79.2,47.52,40
11681,6,1,Online,16,No,29,46,29.7,17.82,50
11682,6,1,Online,16,No,29,46,29.7,17.82,50
11683,7,1,Online,1,No,37,102,20,0,36
11684,7,1,Online,1,No,44,26,60,0,36
11685,7,1,Online,1,No,8,57,20,0,36
11686,7,1,Online,1,No,17,88,20,0,36
11687,7,1,Online,1,No,5,79,20,0,36
11688,7,1,Online,1,No,171,140,104,0,36
11689,7,1,Online,1,No,31,63,29,0,36
11690,7,1,Online,1,No,30,26,56,0,36
11691,7,1,Online,1,No,23,129,20,0,36
11692,7,1,Online,1,No,70,53,104,0,36
11693,7,1,Online,1,No,25,79,40,0,36
11694,7,1,Online,1,No,18,57,20,0,48
11695,7,1,Online,1,No,5,57,20,0,35
11696,7,1,Online,1,No,38,129,34,0,36
11697,7,1,Online,1,No,98,53,20,0,36
11698,7,1,Online,1,No,46,53,20,0,35
11699,7,1,Online,1,No,101,26,24,0,29
11700,7,1,Online,1,No,60,102,20,0,36
11701,7,1,Online,1,No,69,91,82,0,36
11702,7,1,Online,1,No,106,61,85,0,36
11703,7,1,Online,1,No,15,53,28,0,36
11704,7,1,Online,1,No,11,126,21,0,50
11705,7,1,Online,1,No,143,41,101,0,36
11706,7,1,Online,1,No,101,88,20,0,42
11707,7,1,Online,1,No,94,41,74,0,36
11708,7,1,Online,1,No,45,26,38,0,36
11709,7,1,Online,1,No,17,129,29,0,36
11710,7,1,Online,1,No,55,26,38,0,36
11711,7,1,Online,1,No,52,102,20,0,36
11712,7,1,Online,1,No,7,129,40,0,31
11713,7,1,Online,1,No,52,63,40,0,36
11714,7,1,Online,1,No,38,79,28,0,31
11715,7,1,Online,1,No,16,129,20,0,26
11716,7,1,Online,1,No,20,145,20,0,29
11717,7,1,Online,1,No,21,57,34,0,30
11718,7,1,Online,1,No,29,53,58,0,36
11719,7,1,Online,1,No,23,129,20,0,32
11720,7,1,Online,1,No,17,53,41,0,36
11721,7,1,Online,1,No,24,129,98,0,36
11722,7,1,Online,1,No,7,129,31,0,46
11723,7,1,Online,1,No,74,102,20,0,36
11724,7,1,Online,1,No,62,105,112,0,44
11725,7,1,Online,1,No,39,26,30,0,36
11726,7,1,Online,1,No,137,125,82,0,36
11727,7,1,Online,1,No,37,57,20,0,36
11728,7,1,Online,1,No,23,26,0,0,36
11729,7,1,Online,1,No,48,102,20,0,36
11730,7,1,Online,1,No,73,118,56,0,36
11731,7,1,Online,1,No,89,56,28,0,36
11732,7,1,Online,1,No,14,102,20,0,36
11733,7,1,Online,1,No,59,61,112,0,36
11734,7,1,Online,1,No,25,57,20,0,29
11735,7,1,Online,1,No,35,145,20,0,58
11736,7,1,Online,1,No,19,53,27,0,36
11737,7,1,Online,1,No,52,129,39,0,46
11738,7,1,Online,1,No,44,129,29,0,36
11739,7,1,Online,1,No,138,57,63,0,36
11740,7,1,Online,1,No,237,63,52,0,36
11741,7,1,Online,1,No,38,118,75,0,36
11742,7,1,Online,1,No,92,79,20,0,56
11743,7,1,Online,1,No,5,129,31,0,46
11744,7,1,Online,1,No,58,126,43,0,36
11745,7,1,Online,1,No,39,129,27,0,30
11746,7,1,Online,1,No,22,145,36,0,39
11747,7,1,Online,1,No,196,102,20,0,36
11748,7,1,Online,1,No,29,26,37,0,36
11749,7,1,Online,1,No,37,102,20,0,36
11750,7,1,Online,1,No,62,129,20,0,46
11751,7,1,Online,1,No,8,126,48,0,36
11752,7,1,Online,1,No,23,88,30,0,36
11753,7,1,Online,10,No,40,4,67,0,36
11754,7,1,Online,10,No,11,56,12,0,36
11755,7,1,Online,10,No,58,91,10,0,36
11756,7,1,Online,10,No,5,79,10,0,36
11757,7,1,Online,10,No,14,79,10,0,32
11758,7,1,Online,10,No,3,118,24,0,36
11759,7,1,Online,10,No,11,145,22,0,36
11760,7,1,Online,10,No,143,129,23,0,32
11761,7,1,Online,10,No,55,79,10,0,25
11762,7,1,Online,10,No,55,101,10,0,36
11763,7,1,Online,10,No,18,128,80,0,36
11764,7,1,Online,10,No,11,79,10,0,36
11765,7,1,Online,10,No,3,21,23,0,36
11766,7,1,Online,10,No,45,26,27,0,36
11767,7,1,Online,10,No,81,26,26,0,36
11768,7,1,Online,10,No,9,118,13,0,55
11769,7,1,Online,10,No,38,118,13,0,26
11770,7,1,Online,10,No,59,126,12,0,24
11771,7,1,Online,10,No,22,118,66,0,39
11772,7,1,Online,10,No,7,57,17,0,29
11773,7,1,Online,10,No,8,57,10,0,67
11774,7,1,Online,10,No,59,63,24,0,36
11775,7,1,Online,10,No,43,26,10,0,36
11776,7,1,Online,10,No,37,63,69,0,36
11777,7,1,Online,10,No,7,57,22,0,40
11778,7,1,Online,10,No,60,102,12,0,36
11779,7,1,Online,10,No,67,126,11,0,36
11780,7,1,Online,10,No,10,126,18,0,36
11781,7,1,Online,10,No,22,88,10,0,36
11782,7,1,Online,10,No,107,63,10,0,36
11783,7,1,Online,10,No,57,63,32,0,36
11784,7,1,Online,10,No,59,79,10,0,26
11785,7,1,Online,10,No,102,102,12,0,36
11786,7,1,Online,10,No,2,118,54,0,44
11787,7,1,Online,10,No,110,57,14,0,46
11788,7,1,Online,10,No,32,118,18,0,43
11789,7,1,Online,10,No,35,57,10,0,30
11790,7,1,Online,10,No,10,57,11,0,27
11791,7,1,Online,10,No,123,140,16,0,28
11792,7,1,Online,10,No,56,63,20,0,36
11793,7,1,Online,10,No,214,68,34,0,36
11794,7,1,Online,10,No,44,126,11,0,36
11795,7,1,Online,10,No,15,53,22,0,36
11796,7,1,Online,10,No,34,118,11,0,36
11797,7,1,Online,10,No,13,126,42,0,36
11798,7,1,Online,10,No,35,100,41,0,36
11799,7,1,Online,10,No,23,53,16,0,21
11800,7,1,Online,10,No,5,79,10,0,30
11801,7,1,Online,10,No,1,79,14,0,36
11802,7,1,Online,10,No,22,21,12,0,36
11803,7,1,Online,10,No,3,102,10,0,24
11804,7,1,Online,10,No,108,123,16,0,36
11805,7,1,Online,10,No,49,68,45,0,21
11806,7,1,Online,10,No,9,118,10,0,28
11807,7,1,Online,10,No,46,26,10,0,43
11808,7,1,Online,10,No,37,56,21,0,37
11809,7,1,Online,10,No,2,79,10,0,36
11810,7,1,Online,10,No,38,138,41,0,36
11811,7,1,Online,10,No,17,4,72,0,36
11812,7,1,Online,10,No,16,26,0,0,36
11813,7,1,Online,10,No,8,23,57,0,26
11814,7,1,Online,10,No,5,26,10,0,65
11815,7,1,Online,10,No,28,118,42,0,36
11816,7,1,Online,10,No,74,26,24,0,36
11817,7,1,Online,10,No,24,129,13,0,44
11818,7,1,Online,10,No,17,145,11,0,36
11819,7,1,Online,10,No,45,102,16,0,36
11820,7,1,Online,10,No,38,145,36,0,36
11821,7,1,Online,10,No,51,139,80,0,36
11822,7,1,Online,10,No,5,79,11,0,39
11823,7,1,Online,10,No,111,57,22,0,36
11824,7,1,Online,10,No,7,57,10,0,34
11825,7,1,Online,10,No,21,102,15,0,36
11826,7,1,Online,10,No,11,57,16,0,49
11827,7,1,Online,10,No,48,102,13,0,36
11828,7,1,Online,10,No,150,41,0,0,36
11829,7,1,Online,10,No,89,68,42,0,36
11830,7,1,Online,10,No,5,118,13,0,59
11831,7,1,Online,10,No,8,145,21,0,36
11832,7,1,Online,10,No,12,145,13,0,36
11833,7,1,Online,10,No,7,79,10,0,36
11834,7,1,Online,10,No,23,145,10,0,36
11835,7,1,Online,10,No,39,99,80,0,36
11836,7,1,Online,10,No,10,129,27,0,51
11837,7,1,Online,10,No,22,145,12,0,36
11838,7,1,Online,10,No,37,23,80,0,25
11839,7,1,Online,10,No,7,57,10,0,36
11840,7,1,Online,10,No,5,68,14,0,36
11841,7,1,Online,10,No,9,129,20,0,65
11842,7,1,Online,10,No,6,102,20,0,36
11843,7,1,Online,10,No,13,118,10,0,36
11844,7,1,Online,10,No,18,129,23,0,36
11845,7,1,Online,10,No,162,139,38,0,36
11846,7,1,Online,10,No,8,102,26,0,36
11847,7,1,Online,10,No,291,26,16,0,36
11848,7,1,Online,10,No,3,26,25,0,36
11849,7,1,Online,10,No,28,79,10,0,36
11850,7,1,Online,10,No,11,79,10,0,29
11851,7,1,Online,10,No,32,102,19,0,36
11852,7,1,Online,0,No,157,118,53,0,36
11853,7,1,Online,0,No,1,57,20,0,36
11854,7,1,Online,0,No,8,118,20,0,36
11855,7,1,Online,0,No,11,57,25,0,36
11856,7,1,Online,0,No,8,7,0,0,36
11857,7,1,Online,0,No,1,129,20,0,40
11858,7,1,Online,0,No,4,118,20,0,60
11859,7,1,Online,0,No,16,118,20,0,36
11860,7,1,Online,0,No,30,56,20,0,27
11861,7,1,Online,0,No,4,26,26,0,36
11862,7,1,Online,0,No,18,118,20,0,36
11863,7,1,Online,0,No,45,102,20,0,36
11864,8,2,Online,25,No,17,56,72,28.8,118
11865,10,1,Online,15,No,3,57,29,11.02,48
11866,12,2,Online,25,No,7,19,0,6,69
11867,12,2,Online,25,No,19,19,0,6,58
11868,12,2,Online,25,No,19,19,0,6,58
11869,12,2,Online,25,No,19,19,0,6,58
11870,13,2,Online,22,No,14,118,4.63,1.3,48
11871,9,2,Online,8,No,17,79,22,7.7,66
11872,9,2,Online,8,No,11,26,22,7.7,67
11873,9,2,Online,8,No,17,53,26,9.1,36
11874,9,2,Online,8,No,16,129,22,7.7,40
11875,9,2,Online,8,No,15,129,22,7.7,44
11876,9,2,Online,8,No,50,26,22,7.7,26
11877,9,2,Online,8,No,21,26,35,12.25,68
11878,9,2,Online,8,No,10,53,35,12.25,54
11879,9,2,Online,8,No,6,53,22,7.7,64
11880,9,2,Online,8,No,18,68,35,12.25,46
11881,9,2,Online,8,No,20,26,44,15.4,39
11882,9,2,Online,8,No,16,129,22,7.7,39
11883,9,2,Online,8,No,32,26,26,9.1,37
11884,9,2,Online,8,No,123,61,69,24.15,48
11885,9,2,Online,8,No,115,57,37,12.95,38
11886,9,2,Online,8,No,32,79,22,7.7,34
11887,9,2,Online,8,No,5,79,18,6.3,49
11888,9,2,Online,8,No,178,129,22,7.7,59
11889,9,2,Online,8,No,4,88,22,7.7,43
11890,9,2,Online,8,No,226,4,35,12.25,55
11891,9,2,Online,8,No,18,126,26,9.1,49
11892,9,2,Online,8,No,63,26,63,22.05,35
11893,9,2,Online,8,No,54,93,22,7.7,54
11894,9,2,Online,8,No,37,26,26,9.1,48
11895,9,2,Online,8,No,7,53,22,7.7,22
11896,9,2,Online,8,No,14,129,22,7.7,38
11897,9,2,Online,8,No,53,102,37,12.95,32
11898,9,2,Online,8,No,31,129,18,6.3,34
11899,9,2,Online,25,No,29,124,125,43.75,51
11900,9,2,Online,25,No,117,61,125,43.75,26
11901,7,1,Offline,1,No,10,71,20,0,38
11902,7,1,Offline,1,No,10,71,20,0,38
11903,5,1,Offline,12,No,19,129,29,9.57,61
11904,6,1,Offline,16,No,10,4,108.9,65.34,35
11905,4,1,Offline,12,No,35,79,29,9.57,18
11906,4,1,Offline,12,No,31,129,29,9.57,53
11907,1,2,Online,2,No,36,88,17.82,6.24,48
11908,2,2,Online,9,No,66,118,57,14.25,37
11909,2,2,Online,9,No,43,118,35.25,8.81,27
11910,2,2,Online,9,No,9,118,35.25,8.81,30
